review_id,dt,rating,sentiment,review
986,09/06/11 04:00,5,positive,"Moores Marinade, Gluten, low sodium and MSG Free!"
987,04/07/11 04:00,5,positive,Great Tasting Diet Tea with all Natural Ingredients
988,14/01/12 04:00,5,positive,Awesome Sauce
989,20/12/11 04:00,5,positive,love this hot sauce
990,19/12/11 04:00,5,positive,Great hot sauce!
991,16/12/11 04:00,5,positive,Love This Stuff
992,13/12/11 04:00,5,positive,Best sauce around
993,13/12/11 04:00,5,positive,Tasty hot sauce!
994,13/12/11 04:00,5,positive,Best all around hot sauce
995,13/12/11 04:00,5,positive,best hot sauce around
996,16/03/12 04:00,5,positive,Hot & Flavorful
997,02/02/12 04:00,5,positive,Great Hot Sauce and people who run it!
998,19/12/11 04:00,5,positive,this sauce is the shiznit
999,04/05/12 04:00,1,negative,Not Hot
1000,22/03/12 04:00,2,neutral,"Not hot, not habanero"
